_id,ts,value,topic_id
ObjectId(5757e51f0f484a81e11487fc),2016-06-08T09:02:13.423Z,71.30000305175781,ObjectId(57294067c56e5232da3831d6)
ObjectId(5757e51f0f484a81e11487fd),2016-06-08T09:02:13.423Z,0.05000000074505806,ObjectId(57294067c56e5232da3831d7)
ObjectId(5757e51f0f484a81e11487ff),2016-06-08T09:02:13.423Z,1.350000023841858,ObjectId(57294067c56e5232da3831d9)
ObjectId(5757e51f0f484a81e11487f8),2016-06-08T09:02:13.423Z,71.19999694824219,ObjectId(57294067c56e5232da3831d2)
ObjectId(5757e51f0f484a81e11487f9),2016-06-08T09:02:13.423Z,52.294395446777344,ObjectId(57294067c56e5232da3831d3)
ObjectId(5757e51f0f484a81e11487fb),2016-06-08T09:02:13.423Z,992.9191284179688,ObjectId(57294067c56e5232da3831d5)
ObjectId(5757e51f0f484a81e11487fa),2016-06-08T09:02:13.423Z,12.910175323486328,ObjectId(57294067c56e5232da3831d4)
ObjectId(57582dbe0f484a81e14a5c57),2016-06-08T09:02:13.521Z,1,ObjectId(56c3d078c56e52543170fa63)
ObjectId(57582dbe0f484a81e14a5c53),2016-06-08T09:02:13.521Z,74.24215698242188,ObjectId(56c3d078c56e52543170fa5f)
ObjectId(57582dbe0f484a81e14a5c4f),2016-06-08T09:02:13.521Z,45.8026123046875,ObjectId(56c3d078c56e52543170fa5d)
ObjectId(57582dbe0f484a81e14a5c54),2016-06-08T09:02:13.521Z,0,ObjectId(56c3d078c56e52543170fa61)
ObjectId(57582dbe0f484a81e14a5c50),2016-06-08T09:02:13.521Z,4.307764053344727,ObjectId(56c3d078c56e52543170fa5e)
ObjectId(57582dbe0f484a81e14a5c4d),2016-06-08T09:02:13.521Z,82.59878540039062,ObjectId(56c3d078c56e52543170fa5c)
ObjectId(57582dbe0f484a81e14a5c56),2016-06-08T09:02:13.521Z,79.54339599609375,ObjectId(57029ee0c56e5232dac9f86d)
ObjectId(57582dbe0f484a81e14a5c51),2016-06-08T09:02:13.521Z,76,ObjectId(57029ee0c56e5232dac9f86c)
ObjectId(5757e5200f484a81e1148964),2016-06-08T09:02:13.698Z,100,ObjectId(57294068c56e5232da3832ba)
ObjectId(5757e5200f484a81e1148965),2016-06-08T09:02:13.698Z,100,ObjectId(57294068c56e5232da3832bb)
ObjectId(5757e5200f484a81e1148963),2016-06-08T09:02:13.698Z,58.27094650268555,ObjectId(57294068c56e5232da3832b9)
ObjectId(5757e5200f484a81e1148962),2016-06-08T09:02:13.698Z,1,ObjectId(57294068c56e5232da3832b8)
ObjectId(5757e5200f484a81e1148961),2016-06-08T09:02:13.698Z,4000,ObjectId(57294068c56e5232da3832b7)
ObjectId(5757e5200f484a81e114895e),2016-06-08T09:02:13.698Z,29.090770721435547,ObjectId(57294068c56e5232da3832b4)
ObjectId(5757e5200f484a81e1148959),2016-06-08T09:02:13.698Z,0,ObjectId(57294068c56e5232da3832af)
ObjectId(5757e5200f484a81e114895d),2016-06-08T09:02:13.698Z,66.5,ObjectId(57294068c56e5232da3832b3)
ObjectId(5757e5200f484a81e114895c),2016-06-08T09:02:13.698Z,1,ObjectId(57294068c56e5232da3832b2)
ObjectId(5757e5200f484a81e114895a),2016-06-08T09:02:13.698Z,0,ObjectId(57294068c56e5232da3832b0)
ObjectId(5757e5200f484a81e114895b),2016-06-08T09:02:13.698Z,56,ObjectId(57294068c56e5232da3832b1)
ObjectId(5757e5200f484a81e114895f),2016-06-08T09:02:13.698Z,100,ObjectId(57294068c56e5232da3832b5)
ObjectId(5757e5200f484a81e1148960),2016-06-08T09:02:13.698Z,65,ObjectId(57294068c56e5232da3832b6)
ObjectId(5757e5200f484a81e1148958),2016-06-08T09:02:13.698Z,24.102561950683594,ObjectId(57294068c56e5232da3832ae)
ObjectId(5757e5200f484a81e1148955),2016-06-08T09:02:13.698Z,1,ObjectId(57294068c56e5232da3832ab)
ObjectId(5757e5200f484a81e1148954),2016-06-08T09:02:13.698Z,2200,ObjectId(57294068c56e5232da3832aa)
ObjectId(5757e5200f484a81e1148957),2016-06-08T09:02:13.698Z,20,ObjectId(57294068c56e5232da3832ad)
ObjectId(5757e5200f484a81e1148952),2016-06-08T09:02:13.698Z,1,ObjectId(57294068c56e5232da3832a8)
ObjectId(5757e5200f484a81e1148953),2016-06-08T09:02:13.698Z,488.9999694824219,ObjectId(57294068c56e5232da3832a9)
ObjectId(5757e5200f484a81e1148950),2016-06-08T09:02:13.698Z,44.33506393432617,ObjectId(57294068c56e5232da3832a6)
ObjectId(5757e5200f484a81e1148956),2016-06-08T09:02:13.698Z,100,ObjectId(57294068c56e5232da3832ac)
ObjectId(5757e5200f484a81e1148951),2016-06-08T09:02:13.698Z,70.75,ObjectId(57294068c56e5232da3832a7)
ObjectId(5757e5200f484a81e114894f),2016-06-08T09:02:13.698Z,83.4327163696289,ObjectId(57294068c56e5232da3832a5)
ObjectId(5757e5200f484a81e1148948),2016-06-08T09:02:13.698Z,0,ObjectId(57294068c56e5232da38329e)
ObjectId(5757e5200f484a81e114894e),2016-06-08T09:02:13.698Z,100,ObjectId(57294068c56e5232da3832a4)
ObjectId(5757e5200f484a81e1148947),2016-06-08T09:02:13.698Z,43.20414733886719,ObjectId(57294068c56e5232da38329d)
ObjectId(5757e5200f484a81e114894d),2016-06-08T09:02:13.698Z,48.800010681152344,ObjectId(57294068c56e5232da3832a3)
ObjectId(5757e5200f484a81e114894a),2016-06-08T09:02:13.698Z,1.8023076057434082,ObjectId(57294068c56e5232da3832a0)
ObjectId(5757e5200f484a81e114894c),2016-06-08T09:02:13.698Z,2002.310546875,ObjectId(57294068c56e5232da3832a2)
ObjectId(5757e5200f484a81e114894b),2016-06-08T09:02:13.698Z,100,ObjectId(57294068c56e5232da3832a1)
ObjectId(5757e5200f484a81e1148949),2016-06-08T09:02:13.698Z,-0.03829743713140488,ObjectId(57294068c56e5232da38329f)
ObjectId(5757e5200f484a81e1148942),2016-06-08T09:02:13.698Z,1.2999999523162842,ObjectId(57294068c56e5232da383298)
ObjectId(5757e5200f484a81e1148943),2016-06-08T09:02:13.698Z,56,ObjectId(57294068c56e5232da383299)
ObjectId(5757e5200f484a81e1148946),2016-06-08T09:02:13.698Z,1,ObjectId(57294068c56e5232da38329c)
ObjectId(5757e5200f484a81e1148941),2016-06-08T09:02:13.698Z,72.4000015258789,ObjectId(57294068c56e5232da383297)
ObjectId(5757e5200f484a81e114893f),2016-06-08T09:02:13.698Z,20,ObjectId(57294068c56e5232da383295)
ObjectId(5757e5200f484a81e114893e),2016-06-08T09:02:13.698Z,0,ObjectId(57294068c56e5232da383294)
ObjectId(5757e5200f484a81e1148945),2016-06-08T09:02:13.698Z,0.30000001192092896,ObjectId(57294068c56e5232da38329b)
ObjectId(5757e5200f484a81e1148940),2016-06-08T09:02:13.698Z,436.9999694824219,ObjectId(57294068c56e5232da383296)
ObjectId(5757e5200f484a81e1148944),2016-06-08T09:02:13.698Z,100,ObjectId(57294068c56e5232da38329a)
ObjectId(5757e5200f484a81e1148936),2016-06-08T09:02:13.698Z,0.05000000074505806,ObjectId(57294068c56e5232da38328c)
ObjectId(5757e5200f484a81e114893c),2016-06-08T09:02:13.698Z,100,ObjectId(57294068c56e5232da383292)
ObjectId(5757e5200f484a81e1148938),2016-06-08T09:02:13.698Z,100,ObjectId(57294068c56e5232da38328e)
ObjectId(5757e5200f484a81e1148937),2016-06-08T09:02:13.698Z,56.70000076293945,ObjectId(57294068c56e5232da38328d)
ObjectId(5757e5200f484a81e114893d),2016-06-08T09:02:13.698Z,67,ObjectId(57294068c56e5232da383293)
ObjectId(5757e5200f484a81e1148939),2016-06-08T09:02:13.698Z,1.7999999523162842,ObjectId(57294068c56e5232da38328f)
ObjectId(5757e5200f484a81e1148935),2016-06-08T09:02:13.698Z,75.5,ObjectId(57294068c56e5232da38328b)
ObjectId(5757e5200f484a81e114893b),2016-06-08T09:02:13.698Z,100,ObjectId(57294068c56e5232da383291)
ObjectId(5757e5200f484a81e114893a),2016-06-08T09:02:13.698Z,24.102561950683594,ObjectId(57294068c56e5232da383290)
ObjectId(5757e5200f484a81e1148934),2016-06-08T09:02:13.698Z,499.6270751953125,ObjectId(57294068c56e5232da38328a)
ObjectId(5757e5200f484a81e1148930),2016-06-08T09:02:13.698Z,77,ObjectId(57294068c56e5232da383286)
ObjectId(5757e5200f484a81e1148932),2016-06-08T09:02:13.698Z,48.800010681152344,ObjectId(57294068c56e5232da383288)
ObjectId(5757e5200f484a81e1148933),2016-06-08T09:02:13.698Z,20,ObjectId(57294068c56e5232da383289)
ObjectId(5757e5200f484a81e1148931),2016-06-08T09:02:13.698Z,54.09077072143555,ObjectId(57294068c56e5232da383287)
ObjectId(57582dbe0f484a81e14a5ced),2016-06-08T09:02:13.773Z,23.18134307861328,ObjectId(56c3d078c56e52543170fa66)
ObjectId(57582dbe0f484a81e14a5cf1),2016-06-08T09:02:13.773Z,0,ObjectId(56c3d078c56e52543170fa6a)
ObjectId(57582dbe0f484a81e14a5cf0),2016-06-08T09:02:13.773Z,1,ObjectId(56c3d078c56e52543170fa69)
ObjectId(57582dbe0f484a81e14a5cf2),2016-06-08T09:02:13.773Z,115.7607421875,ObjectId(57029ee0c56e5232dac9f86f)
ObjectId(57582dbe0f484a81e14a5cef),2016-06-08T09:02:13.773Z,73.98269653320312,ObjectId(56c3d078c56e52543170fa68)
ObjectId(57582dbe0f484a81e14a5cec),2016-06-08T09:02:13.773Z,73.662109375,ObjectId(56c3d078c56e52543170fa65)
ObjectId(57582dbe0f484a81e14a5cee),2016-06-08T09:02:13.773Z,76,ObjectId(57029ee0c56e5232dac9f86e)
ObjectId(57582dbe0f484a81e14a5ceb),2016-06-08T09:02:13.773Z,118.84368896484375,ObjectId(56c3d078c56e52543170fa64)
ObjectId(5757e5210f484a81e11489a5),2016-06-08T09:02:13.948Z,0,ObjectId(57294068c56e5232da383284)
ObjectId(5757e5210f484a81e11489a4),2016-06-08T09:02:13.948Z,58.27094650268555,ObjectId(57294068c56e5232da383283)
ObjectId(5757e5210f484a81e11489a6),2016-06-08T09:02:13.948Z,100,ObjectId(57294068c56e5232da383285)
ObjectId(5757e5210f484a81e11489a0),2016-06-08T09:02:13.948Z,29.096649169921875,ObjectId(57294068c56e5232da38327f)
ObjectId(5757e5210f484a81e114899f),2016-06-08T09:02:13.948Z,1,ObjectId(57294068c56e5232da38327e)
ObjectId(5757e5210f484a81e11489a1),2016-06-08T09:02:13.948Z,100,ObjectId(57294068c56e5232da383280)
ObjectId(5757e5210f484a81e114899c),2016-06-08T09:02:13.948Z,0,ObjectId(57294068c56e5232da38327b)
ObjectId(5757e5210f484a81e11489a2),2016-06-08T09:02:13.948Z,65,ObjectId(57294068c56e5232da383281)
ObjectId(5757e5210f484a81e114899b),2016-06-08T09:02:13.948Z,0,ObjectId(57294068c56e5232da38327a)
ObjectId(5757e5210f484a81e114899e),2016-06-08T09:02:13.948Z,1,ObjectId(57294068c56e5232da38327d)
ObjectId(5757e5210f484a81e114899d),2016-06-08T09:02:13.948Z,56,ObjectId(57294068c56e5232da38327c)
ObjectId(5757e5210f484a81e11489a3),2016-06-08T09:02:13.948Z,4000,ObjectId(57294068c56e5232da383282)
ObjectId(5757e5210f484a81e1148996),2016-06-08T09:02:13.948Z,1.7999999523162842,ObjectId(57294068c56e5232da383275)
ObjectId(5757e5210f484a81e1148998),2016-06-08T09:02:13.948Z,100,ObjectId(57294068c56e5232da383277)
ObjectId(5757e5210f484a81e1148999),2016-06-08T09:02:13.948Z,20,ObjectId(57294068c56e5232da383278)
ObjectId(5757e5210f484a81e1148997),2016-06-08T09:02:13.948Z,1,ObjectId(57294068c56e5232da383276)
ObjectId(5757e5210f484a81e1148993),2016-06-08T09:02:13.948Z,70.75,ObjectId(57294068c56e5232da383272)
ObjectId(5757e5210f484a81e114899a),2016-06-08T09:02:13.948Z,304.2124328613281,ObjectId(57294068c56e5232da383279)
ObjectId(5757e5210f484a81e1148995),2016-06-08T09:02:13.948Z,488.9999694824219,ObjectId(57294068c56e5232da383274)
ObjectId(5757e5210f484a81e1148994),2016-06-08T09:02:13.948Z,1,ObjectId(57294068c56e5232da383273)
ObjectId(5757e5210f484a81e1148991),2016-06-08T09:02:13.948Z,1,ObjectId(57294068c56e5232da383270)
ObjectId(5757e5210f484a81e114898f),2016-06-08T09:02:13.948Z,9.443120956420898,ObjectId(57294068c56e5232da38326e)
ObjectId(5757e5210f484a81e114898e),2016-06-08T09:02:13.948Z,2200,ObjectId(57294068c56e5232da38326d)
ObjectId(5757e5210f484a81e114898c),2016-06-08T09:02:13.948Z,-0.03573431074619293,ObjectId(57294068c56e5232da38326b)
ObjectId(5757e5210f484a81e114898a),2016-06-08T09:02:13.948Z,47.79901885986328,ObjectId(57294068c56e5232da383269)
ObjectId(5757e5210f484a81e1148990),2016-06-08T09:02:13.948Z,0,ObjectId(57294068c56e5232da38326f)
ObjectId(5757e5210f484a81e114898b),2016-06-08T09:02:13.948Z,0,ObjectId(57294068c56e5232da38326a)
ObjectId(5757e5210f484a81e1148992),2016-06-08T09:02:13.948Z,44.33506393432617,ObjectId(57294068c56e5232da383271)
ObjectId(5757e5210f484a81e114898d),2016-06-08T09:02:13.948Z,1.7944931983947754,ObjectId(57294068c56e5232da38326c)
ObjectId(5757e5210f484a81e1148989),2016-06-08T09:02:13.948Z,100,ObjectId(57294068c56e5232da383268)
ObjectId(5757e5210f484a81e1148988),2016-06-08T09:02:13.948Z,0.30000001192092896,ObjectId(57294068c56e5232da383267)
ObjectId(5757e5210f484a81e1148986),2016-06-08T09:02:13.948Z,56,ObjectId(57294068c56e5232da383265)
ObjectId(5757e5210f484a81e1148987),2016-06-08T09:02:13.948Z,96.21708679199219,ObjectId(57294068c56e5232da383266)
ObjectId(5757e5210f484a81e1148983),2016-06-08T09:02:13.948Z,70.30000305175781,ObjectId(57294068c56e5232da383262)
ObjectId(5757e5210f484a81e1148984),2016-06-08T09:02:13.948Z,1.2999999523162842,ObjectId(57294068c56e5232da383263)
ObjectId(5757e5210f484a81e1148982),2016-06-08T09:02:13.948Z,932.9999389648438,ObjectId(57294068c56e5232da383261)
ObjectId(5757e5210f484a81e1148985),2016-06-08T09:02:13.948Z,61.79999923706055,ObjectId(57294068c56e5232da383264)
ObjectId(5757e5210f484a81e114897d),2016-06-08T09:02:13.948Z,100,ObjectId(57294068c56e5232da38325c)
ObjectId(5757e5210f484a81e114897b),2016-06-08T09:02:13.948Z,20,ObjectId(57294068c56e5232da38325a)
ObjectId(5757e5210f484a81e114897a),2016-06-08T09:02:13.948Z,55.79999923706055,ObjectId(57294068c56e5232da383259)
ObjectId(5757e5210f484a81e1148981),2016-06-08T09:02:13.948Z,20,ObjectId(57294068c56e5232da383260)
ObjectId(5757e5210f484a81e114897e),2016-06-08T09:02:13.948Z,20,ObjectId(57294068c56e5232da38325d)
ObjectId(5757e5210f484a81e114897c),2016-06-08T09:02:13.948Z,20,ObjectId(57294068c56e5232da38325b)
ObjectId(5757e5210f484a81e1148980),2016-06-08T09:02:13.948Z,0,ObjectId(57294068c56e5232da38325f)
ObjectId(5757e5210f484a81e114897f),2016-06-08T09:02:13.948Z,67,ObjectId(57294068c56e5232da38325e)
ObjectId(5757e5210f484a81e1148976),2016-06-08T09:02:13.948Z,9.443120956420898,ObjectId(57294068c56e5232da383255)
ObjectId(5757e5210f484a81e1148975),2016-06-08T09:02:13.948Z,54.096649169921875,ObjectId(57294068c56e5232da383254)
ObjectId(5757e5210f484a81e1148979),2016-06-08T09:02:13.948Z,0.05000000074505806,ObjectId(57294068c56e5232da383258)
ObjectId(5757e5210f484a81e1148977),2016-06-08T09:02:13.948Z,306.05615234375,ObjectId(57294068c56e5232da383256)
ObjectId(5757e5210f484a81e1148978),2016-06-08T09:02:13.948Z,70,ObjectId(57294068c56e5232da383257)
ObjectId(5757e5210f484a81e1148974),2016-06-08T09:02:13.948Z,70.80000305175781,ObjectId(57294068c56e5232da383253)
ObjectId(57582dbf0f484a81e14a5d59),2016-06-08T09:02:14.024Z,69.623291015625,ObjectId(56c3d078c56e52543170fada)
ObjectId(57582dbf0f484a81e14a5d56),2016-06-08T09:02:14.024Z,100,ObjectId(56c3d078c56e52543170fad7)
ObjectId(57582dbf0f484a81e14a5d5b),2016-06-08T09:02:14.024Z,0,ObjectId(56c3d078c56e52543170fadc)
ObjectId(57582dbf0f484a81e14a5d5c),2016-06-08T09:02:14.024Z,300,ObjectId(57029ee0c56e5232dac9f873)
ObjectId(57582dbf0f484a81e14a5d57),2016-06-08T09:02:14.024Z,100,ObjectId(56c3d078c56e52543170fad8)
ObjectId(57582dbf0f484a81e14a5d58),2016-06-08T09:02:14.024Z,72,ObjectId(57029ee0c56e5232dac9f872)
ObjectId(57582dbf0f484a81e14a5d5a),2016-06-08T09:02:14.024Z,1,ObjectId(56c3d078c56e52543170fade)
ObjectId(57582dbf0f484a81e14a5d55),2016-06-08T09:02:14.024Z,74.95635986328125,ObjectId(56c3d078c56e52543170fad6)
ObjectId(57582dbf0f484a81e14a5d82),2016-06-08T09:02:14.037Z,0,ObjectId(56c3d078c56e52543170fae9)
ObjectId(57582dbf0f484a81e14a5d83),2016-06-08T09:02:14.037Z,72.3284912109375,ObjectId(56c3d078c56e52543170faea)
ObjectId(57582dbf0f484a81e14a5d88),2016-06-08T09:02:14.037Z,405,ObjectId(57029ee0c56e5232dac9f871)
ObjectId(57582dbf0f484a81e14a5d86),2016-06-08T09:02:14.037Z,1,ObjectId(56c3d078c56e52543170faf0)
ObjectId(57582dbf0f484a81e14a5d84),2016-06-08T09:02:14.037Z,72,ObjectId(57029ee0c56e5232dac9f870)
ObjectId(57582dbf0f484a81e14a5d81),2016-06-08T09:02:14.037Z,399.8778076171875,ObjectId(56c3d078c56e52543170fae8)
ObjectId(57582dbf0f484a81e14a5d85),2016-06-08T09:02:14.037Z,72.18023681640625,ObjectId(56c3d078c56e52543170faec)
ObjectId(57582dbf0f484a81e14a5d87),2016-06-08T09:02:14.037Z,100,ObjectId(56c3d078c56e52543170faee)
ObjectId(57582dc00f484a81e14a5ec9),2016-06-08T09:02:14.271Z,4.827585220336914,ObjectId(56c3d079c56e52543170fb00)
ObjectId(57582dc00f484a81e14a5eca),2016-06-08T09:02:14.271Z,90.62066650390625,ObjectId(57029ee2c56e5232dac9f8dc)
ObjectId(57582dc00f484a81e14a5ec6),2016-06-08T09:02:14.271Z,73,ObjectId(57029ee2c56e5232dac9f8db)
ObjectId(57582dc00f484a81e14a5ec8),2016-06-08T09:02:14.271Z,1,ObjectId(56c3d079c56e52543170fb02)
ObjectId(57582dc00f484a81e14a5ec7),2016-06-08T09:02:14.271Z,73.85549926757812,ObjectId(56c3d079c56e52543170fafe)
ObjectId(57582dc00f484a81e14a5ec5),2016-06-08T09:02:14.271Z,20.836135864257812,ObjectId(56c3d079c56e52543170fafc)
ObjectId(57582dc00f484a81e14a5ec4),2016-06-08T09:02:14.271Z,0,ObjectId(56c3d079c56e52543170fafb)
ObjectId(57582dc00f484a81e14a5ec3),2016-06-08T09:02:14.271Z,97.29251098632812,ObjectId(56c3d079c56e52543170fafa)
ObjectId(57582dc10f484a81e14a5f0e),2016-06-08T09:02:14.530Z,0,ObjectId(57029ee4c56e5232dac9f993)
ObjectId(57582dc10f484a81e14a5f0d),2016-06-08T09:02:14.530Z,40,ObjectId(57029ee4c56e5232dac9f992)
ObjectId(57582dc10f484a81e14a5f08),2016-06-08T09:02:14.530Z,15.526161193847656,ObjectId(56c3d079c56e52543170fb0e)
ObjectId(57582dc10f484a81e14a5f0c),2016-06-08T09:02:14.530Z,0,ObjectId(56c3d079c56e52543170fb12)
ObjectId(57582dc10f484a81e14a5f09),2016-06-08T09:02:14.530Z,77,ObjectId(57029ee4c56e5232dac9f991)
ObjectId(57582dc10f484a81e14a5f07),2016-06-08T09:02:14.530Z,100,ObjectId(56c3d079c56e52543170fb0d)
ObjectId(57582dc10f484a81e14a5f0a),2016-06-08T09:02:14.530Z,74.345947265625,ObjectId(56c3d079c56e52543170fb10)
ObjectId(57582dc10f484a81e14a5f0b),2016-06-08T09:02:14.530Z,1,ObjectId(56c3d079c56e52543170fb14)
ObjectId(57582dc10f484a81e14a5f06),2016-06-08T09:02:14.530Z,45.8035888671875,ObjectId(56c3d079c56e52543170fb0c)
ObjectId(57582dc10f484a81e14a5f9b),2016-06-08T09:02:14.776Z,72.73971557617188,ObjectId(56c3d079c56e52543170fb22)
ObjectId(57582dc10f484a81e14a5f99),2016-06-08T09:02:14.776Z,7.38648796081543,ObjectId(56c3d079c56e52543170fb20)
ObjectId(57582dc10f484a81e14a5f9a),2016-06-08T09:02:14.776Z,72,ObjectId(57029ee2c56e5232dac9f8dd)
ObjectId(57582dc10f484a81e14a5f9d),2016-06-08T09:02:14.776Z,14.580768585205078,ObjectId(56c3d079c56e52543170fb24)
ObjectId(57582dc10f484a81e14a5f9c),2016-06-08T09:02:14.776Z,1,ObjectId(56c3d079c56e52543170fb26)
ObjectId(57582dc10f484a81e14a5f98),2016-06-08T09:02:14.776Z,0,ObjectId(56c3d079c56e52543170fb1f)
ObjectId(57582dc10f484a81e14a5f9e),2016-06-08T09:02:14.776Z,103.5357666015625,ObjectId(57029ee2c56e5232dac9f8de)
ObjectId(57582dc10f484a81e14a5f97),2016-06-08T09:02:14.776Z,106.75811767578125,ObjectId(56c3d079c56e52543170fb1e)
ObjectId(57582dc20f484a81e14a6000),2016-06-08T09:02:14.788Z,0,ObjectId(56c3d079c56e52543170fb36)
ObjectId(57582dc20f484a81e14a5ffd),2016-06-08T09:02:14.788Z,78,ObjectId(57029ee2c56e5232dac9f8df)
ObjectId(57582dc20f484a81e14a5ffe),2016-06-08T09:02:14.788Z,70.01254272460938,ObjectId(56c3d079c56e52543170fb34)
ObjectId(57582dc20f484a81e14a6001),2016-06-08T09:02:14.788Z,300,ObjectId(57029ee2c56e5232dac9f8e0)
ObjectId(57582dc20f484a81e14a5fff),2016-06-08T09:02:14.788Z,1,ObjectId(56c3d079c56e52543170fb38)
ObjectId(57582dc20f484a81e14a5ffc),2016-06-08T09:02:14.788Z,100,ObjectId(56c3d079c56e52543170fb32)
ObjectId(57582dc20f484a81e14a5ffb),2016-06-08T09:02:14.788Z,100,ObjectId(56c3d079c56e52543170fb31)
ObjectId(57582dc20f484a81e14a5ffa),2016-06-08T09:02:14.788Z,66.88174438476562,ObjectId(56c3d079c56e52543170fb30)
ObjectId(57582dc20f484a81e14a603e),2016-06-08T09:02:15.021Z,1,ObjectId(56c3d079c56e52543170fb41)
ObjectId(57582dc20f484a81e14a6038),2016-06-08T09:02:15.021Z,0,ObjectId(56c3d079c56e52543170fb3a)
ObjectId(57582dc20f484a81e14a603a),2016-06-08T09:02:15.021Z,71,ObjectId(57029ee2c56e5232dac9f8e1)
ObjectId(57582dc20f484a81e14a6039),2016-06-08T09:02:15.021Z,43.185699462890625,ObjectId(56c3d079c56e52543170fb3b)
ObjectId(57582dc20f484a81e14a603d),2016-06-08T09:02:15.021Z,169.731689453125,ObjectId(57029ee2c56e5232dac9f8e2)
ObjectId(57582dc20f484a81e14a603b),2016-06-08T09:02:15.021Z,71.7510986328125,ObjectId(56c3d079c56e52543170fb3d)
ObjectId(57582dc20f484a81e14a6037),2016-06-08T09:02:15.021Z,182.91876220703125,ObjectId(56c3d079c56e52543170fb39)
ObjectId(57582dc20f484a81e14a603c),2016-06-08T09:02:15.021Z,28.041152954101562,ObjectId(56c3d079c56e52543170fb3f)
ObjectId(57582dc30f484a81e14a6093),2016-06-08T09:02:15.281Z,300,ObjectId(57029ee2c56e5232dac9f8e4)
ObjectId(57582dc30f484a81e14a608e),2016-06-08T09:02:15.281Z,100,ObjectId(56c3d079c56e52543170fb56)
ObjectId(57582dc30f484a81e14a6090),2016-06-08T09:02:15.281Z,73.99539184570312,ObjectId(56c3d079c56e52543170fb58)
ObjectId(57582dc30f484a81e14a608d),2016-06-08T09:02:15.281Z,0,ObjectId(56c3d079c56e52543170fb55)
ObjectId(57582dc30f484a81e14a6092),2016-06-08T09:02:15.281Z,100,ObjectId(56c3d079c56e52543170fb5a)
ObjectId(57582dc30f484a81e14a608f),2016-06-08T09:02:15.281Z,72,ObjectId(57029ee2c56e5232dac9f8e3)
ObjectId(57582dc30f484a81e14a6091),2016-06-08T09:02:15.281Z,1,ObjectId(56c3d079c56e52543170fb5c)
ObjectId(57582dc30f484a81e14a608c),2016-06-08T09:02:15.281Z,156.9888916015625,ObjectId(56c3d079c56e52543170fb54)
ObjectId(57582dc30f484a81e14a60f3),2016-06-08T09:02:15.291Z,1000,ObjectId(57029ee4c56e5232dac9f996)
ObjectId(57582dc30f484a81e14a60f4),2016-06-08T09:02:15.291Z,300,ObjectId(57029ee4c56e5232dac9f997)
ObjectId(57582dc30f484a81e14a60ef),2016-06-08T09:02:15.291Z,1000,ObjectId(57029ee4c56e5232dac9f995)
ObjectId(57582dc30f484a81e14a60f1),2016-06-08T09:02:15.291Z,100,ObjectId(56c3d079c56e52543170fb6c)
ObjectId(57582dc30f484a81e14a60ea),2016-06-08T09:02:15.291Z,72.19223022460938,ObjectId(56c3d079c56e52543170fb6a)
ObjectId(57582dc30f484a81e14a60e9),2016-06-08T09:02:15.291Z,70,ObjectId(57029ee4c56e5232dac9f994)
ObjectId(57582dc30f484a81e14a60e7),2016-06-08T09:02:15.291Z,100,ObjectId(56c3d079c56e52543170fb68)
ObjectId(57582dc30f484a81e14a60ec),2016-06-08T09:02:15.291Z,1,ObjectId(56c3d079c56e52543170fb6e)
ObjectId(57582dc30f484a81e14a60e5),2016-06-08T09:02:15.291Z,0,ObjectId(56c3d079c56e52543170fb67)
ObjectId(57582dc30f484a81e14a60e3),2016-06-08T09:02:15.291Z,107.08901977539062,ObjectId(56c3d079c56e52543170fb66)
ObjectId(5757e5210f484a81e11489d3),2016-06-08T09:02:15.462Z,2,ObjectId(57294069c56e5232da3833c4)
ObjectId(5757e5210f484a81e11489ce),2016-06-08T09:02:15.462Z,65.80000305175781,ObjectId(57294069c56e5232da3833bf)
ObjectId(5757e5210f484a81e11489d2),2016-06-08T09:02:15.462Z,1,ObjectId(57294069c56e5232da3833c5)
ObjectId(5757e5210f484a81e11489d4),2016-06-08T09:02:15.462Z,0,ObjectId(57461f04c56e520b70946330)
ObjectId(5757e5210f484a81e11489d0),2016-06-08T09:02:15.462Z,74,ObjectId(57294069c56e5232da3833c1)
ObjectId(5757e5210f484a81e11489d1),2016-06-08T09:02:15.462Z,74,ObjectId(57294069c56e5232da3833c2)
ObjectId(5757e5210f484a81e11489cf),2016-06-08T09:02:15.462Z,35.578948974609375,ObjectId(57294069c56e5232da3833c0)
ObjectId(5757e5210f484a81e11489cd),2016-06-08T09:02:15.462Z,72,ObjectId(57294069c56e5232da3833be)
ObjectId(5757e5210f484a81e11489c5),2016-06-08T09:02:15.462Z,32.48799514770508,ObjectId(56da6010c56e5232da89f2cf)
ObjectId(5757e5210f484a81e11489c7),2016-06-08T09:02:15.462Z,0,ObjectId(57294069c56e5232da3833bc)
ObjectId(5757e5210f484a81e11489cc),2016-06-08T09:02:15.462Z,1,ObjectId(57294069c56e5232da3833bd)
ObjectId(5757e5210f484a81e11489ca),2016-06-08T09:02:15.462Z,72,ObjectId(57294069c56e5232da3833bb)
ObjectId(5757e5210f484a81e11489c6),2016-06-08T09:02:15.462Z,2,ObjectId(57294069c56e5232da3833b8)
ObjectId(5757e5210f484a81e11489c8),2016-06-08T09:02:15.462Z,70,ObjectId(57294069c56e5232da3833ba)
ObjectId(5757e5210f484a81e11489cb),2016-06-08T09:02:15.462Z,66,ObjectId(57294069c56e5232da3833b9)
